nome;is_person;role_detail;role_group;numero_episodio;dubbing_type
HELENA BONHAM CARTER;TRUE;Marla Singer;Cast;Fight Club;
"SYDNEY ""BIG DAWG"" COLSTON";TRUE;Speaker - Free and Clear;Cast;Fight Club;
RACHEL SINGER;TRUE;Chloe;Cast;Fight Club;
CHRISTIE CRONENWETH;TRUE;Airline Check-In Attendant;Cast;Fight Club;
TIM deZARN;TRUE;Federated Motor Co. Inspector Bird;Cast;Fight Club;
EZRA BUZZINGTON;TRUE;Federated Motor Co. Inspector Dent;Cast;Fight Club;
DIERDRE DOWNING-JACKSON;TRUE;Business Woman on Plane;Cast;Fight Club;
ROBERT J. STEPHENSON;TRUE;Airport Security Officer;Cast;Fight Club;
CHARLIE DELL;TRUE;Doorman at Pearson Towers;Cast;Fight Club;
ROB LANZA;TRUE;Man in Suit;Cast;Fight Club;
DAVID LEE SMITH;TRUE;Walter;Cast;Fight Club;
HOLT McCALLANY;TRUE;The Mechanic;Cast;Fight Club;
JOEL BISSONNETTE;TRUE;Food Court Maitre d';Cast;Fight Club;
EION BAILEY;TRUE;Ricky;Cast;Fight Club;
EVAN MIRAND;TRUE;"""Steph""";Cast;Fight Club;
ROBBY ROBINSON;TRUE;Next Month's Opponent;Cast;Fight Club;
LOU BEATTY, JR.;TRUE;Cop at Marla's Building;Cast;Fight Club;
THOM GOSSOM, JR.;TRUE;Detective Stern;Cast;Fight Club;
VALERIE BICKFORD;TRUE;Cosmetics Buyer;Cast;Fight Club;
JARED LETO;TRUE;Angel Face;Cast;Fight Club;
PETER IACANGELO;TRUE;Lou;Cast;Fight Club;
CARL N. CIARFALIO;TRUE;Lou's Body Guard;Cast;Fight Club;
STUART BLUMBERG;TRUE;Car Salesman;Cast;Fight Club;
TODD PEIRCE;TRUE;First Man at Auto Shop;Cast;Fight Club;
MARK FITE;TRUE;Second Man at Auto Shop;Cast;Fight Club;
MATT WINSTON;TRUE;Seminary Student;Cast;Fight Club;
JOON B. KIM;TRUE;Raymond K. Hessel;Cast;Fight Club;
BENNIE E. MOORE, JR.;TRUE;Bus Driver with Broken Nose;Cast;Fight Club;
W. LAUREN SANCHEZ;TRUE;Channel 4 Reporter;Cast;Fight Club;
PAT McNAMARA;TRUE;Commissioner Jacobs;Cast;Fight Club;
TYRONE R. LIVINGSTON;TRUE;Banquet Speaker;Cast;Fight Club;
OWEN MASTERSON;TRUE;Airport Valet;Cast;Fight Club;
DAVID JEAN-THOMAS;TRUE;Policeman;Cast;Fight Club;
PAUL CARAFOTES;TRUE;Salvator - Winking Bartender;Cast;Fight Club;
CHRISTOPHER JOHN FIELDS;TRUE;Proprietor of Dry Cleaners;Cast;Fight Club;
ANDERSON BOURELL;TRUE;Bruised Bar Patron #1;Cast;Fight Club;
SCOTCH ELLIS LORING;TRUE;Bruised Bar Patron #2;Cast;Fight Club;
MICHAEL SHAMUS WILES;TRUE;Bartender in Halo;Cast;Fight Club;
ANDI CARNICK;TRUE;Hotel Desk Clerk;Cast;Fight Club;
EDWARD KOWALCZYK;TRUE;Waiter at Clifton's;Cast;Fight Club;
LEONARD TERMO;TRUE;Desk Sergeant;Cast;Fight Club;
VAN QUATTRO;TRUE;Detective Andrew;Cast;Fight Club;
MARKUS REDMOND;TRUE;Detective Kevin;Cast;Fight Club;
MICHAEL GIRARDIN;TRUE;Detective Walker;Cast;Fight Club;
MICHAEL RUNYARD;TRUE;Stunt Coordinator;Stunts;Fight Club;
DAMON CARO;TRUE;Stunt Players;Stunts;Fight Club;
JEFF IMADA;TRUE;Stunt Players;Stunts;Fight Club;
DAVID LEITCH;TRUE;Stunt Players;Stunts;Fight Club;
JIMMY NICKERSON;TRUE;Stunt Players;Stunts;Fight Club;
JOHN S. DORSEY;TRUE;Associate Producer;Producers;Fight Club;
CHRIS GORAK;TRUE;Art Director;Art Directors;Fight Club;
JAY R. HART;TRUE;Set Decorator;Set Decorators;Fight Club;
CONRAD W. HALL;TRUE;Camera Operator;Camera and Electrical Department;Fight Club;
JOHN CONNOR;TRUE;First Assistant Camera;Camera and Electrical Department;Fight Club;
"LISA ""COCONUT"" GUERRIERO";TRUE;Second Assistant Camera;Camera and Electrical Department;Fight Club;
CHRIS HAARHOFF;TRUE;Steadicam Operator;Camera and Electrical Department;Fight Club;
GARY KANNER;TRUE;Camera Loader;Camera and Electrical Department;Fight Club;
PETER MAVROMATES;TRUE;Post Production Supervisor;Production Managers;Fight Club;
JULIE M. ANDERSON;TRUE;Production Supervisor;Production Managers;Fight Club;
ROBB EARNEST;TRUE;Production Coordinator;Production Managers;Fight Club;
DAVID McKIMMIE;TRUE;Assistant Production Coordinator;Production Managers;Fight Club;
DINA WAXMAN;TRUE;Script Supervisor;Script and Continuity Department;Fight Club;
RICK SCHULER;TRUE;Location Managers;Location Managers;Fight Club;
FLINT MALONEY;TRUE;Location Managers;Location Managers;Fight Club;
ALLEN KUPETSKY;TRUE;Second Second Assistant Directors;Second Unit Directors or Assistant Directors;Fight Club;
MICHAEL A. McCUE;TRUE;Second Second Assistant Directors;Second Unit Directors or Assistant Directors;Fight Club;
JEFF WEXLER;TRUE;Sound Mixer;Sound Department;Fight Club;
DON COUFAL;TRUE;Boom Operator;Sound Department;Fight Club;
MARK C. GRECH;TRUE;Sound Technician;Sound Department;Fight Club;
CLAUDIO MIRANDA;TRUE;Gaffer;Camera and Electrical Department;Fight Club;
EDDY MALONEY;TRUE;Best Boy Electric;Camera and Electrical Department;Fight Club;
MIKE ARVANITIS;TRUE;Fox Best Boy Electric;Camera and Electrical Department;Fight Club;
MARTY BOSWORTH;TRUE;Rigging Gaffer;Camera and Electrical Department;Fight Club;
DAVE DIAMOND;TRUE;Rigging Best Boy Electric;Camera and Electrical Department;Fight Club;
ANTHONY VAN DYKE;TRUE;Company Electricians;Camera and Electrical Department;Fight Club;
CLIVE RICHARDS;TRUE;Company Electricians;Camera and Electrical Department;Fight Club;
HAROLD J. SKINNER;TRUE;Company Electricians;Camera and Electrical Department;Fight Club;
TOM SUGG;TRUE;Company Electricians;Camera and Electrical Department;Fight Club;
JAMES NOBLE;TRUE;Company Electricians;Camera and Electrical Department;Fight Club;
MICHAEL J. COO;TRUE;Key Grip;Camera and Electrical Department;Fight Club;
CRAIG KOHTALA;TRUE;Best Boy Grip;Camera and Electrical Department;Fight Club;
RHETT WOODEN;TRUE;Fox Best Boy Grip;Camera and Electrical Department;Fight Club;
MICHAEL BRENNAN;TRUE;Dolly Grip;Camera and Electrical Department;Fight Club;
LARRY AUBE;TRUE;Rigging Key Grip;Camera and Electrical Department;Fight Club;
MICHAEL SANTORO;TRUE;Rigging Best Boy Grips;Camera and Electrical Department;Fight Club;
ROBERT J. REILLY;TRUE;Rigging Best Boy Grips;Camera and Electrical Department;Fight Club;
NICO BALLY;TRUE;Company Grips;Camera and Electrical Department;Fight Club;
JOHN P. CLEVELAND;TRUE;Company Grips;Camera and Electrical Department;Fight Club;
KEN COTTENGIM, JR.;TRUE;Company Grips;Camera and Electrical Department;Fight Club;
JULIE PEARCE;TRUE;Key Make-Up Artist;Makeup Department;Fight Club;
RANDY S. WESTGATE;TRUE;Make-Up Artists;Makeup Department;Fight Club;
MARGARET PRENTICE;TRUE;Make-Up Artists;Makeup Department;Fight Club;
JEAN A. BLACK;TRUE;Mr. Pitt's Make-Up Artist;Makeup Department;Fight Club;
ROB BOTTIN PRODUCTIONS, INC.;FALSE;Special Make-Up Effects;Special Effects Companies;Fight Club;
CHRISTOPHER HEETER;TRUE;Production Manager;Production Managers;Fight Club;
TAISHIRO KIYA;TRUE;Illustrator/Sculptor;Special Effects;Fight Club;
MOTOYOSHI HATA;TRUE;Sculptors;Special Effects;Fight Club;
GLEN HANZ;TRUE;Sculptors;Special Effects;Fight Club;
ARTHUR PIMENTEL;TRUE;Mold Maker;Special Effects;Fight Club;
GREG SOLOMON;TRUE;Prosthetic Technician;Special Effects;Fight Club;
FRIDA ARADOTTIR;TRUE;Key Hair Stylist;Makeup Department;Fight Club;
PATTY MILLER;TRUE;Hair Stylist;Makeup Department;Fight Club;
REBECCA DELEO;TRUE;Mr. Pitt's Hair Consultant;Makeup Department;Fight Club;
RICK GLASSMAN, D.D.S.;TRUE;Special Dental Effects;Special Effects;Fight Club;
"ROY ""BUCKY"" MOORE";TRUE;Property Master;Art Department;Fight Club;
BRYAN DUFF;TRUE;Assistant Property Masters;Art Department;Fight Club;
BRYCE MOORE;TRUE;Assistant Property Masters;Art Department;Fight Club;
SETH REED;TRUE;Assistant Art Director;Art Department;Fight Club;
ERIC ROSENBERG;TRUE;Graphic Designer;Art Department;Fight Club;
ELINOR BARDACH;TRUE;Costume Supervisor;Costume and Wardrobe Department;Fight Club;
RHONA MEYERS;TRUE;Key Costumers;Costume and Wardrobe Department;Fight Club;
WENDY GREINER;TRUE;Key Costumers;Costume and Wardrobe Department;Fight Club;
TERRY ANDERSON;TRUE;Set Costumers;Costume and Wardrobe Department;Fight Club;
WENDY M. CRAIG;TRUE;Set Costumers;Costume and Wardrobe Department;Fight Club;
AMANDA FRIEDLAND;TRUE;Set Costumers;Costume and Wardrobe Department;Fight Club;
CAMILLA HENNEMAN;TRUE;Bob Suit Keyperson;Costume and Wardrobe Department;Fight Club;
CLIFF WENGER;TRUE;Special Effects Coordinator;Special Effects;Fight Club;
ERIC ROBERTS;TRUE;Special Effects Foreman;Special Effects;Fight Club;
"DERRELL ""SHAWN"" ROBERTS";TRUE;Special Effects;Special Effects;Fight Club;
DERRICK CRANE;TRUE;Special Effects;Special Effects;Fight Club;
KEVIN PIKE;TRUE;Special Effects;Special Effects;Fight Club;
JIM C. DAVIDSON;TRUE;Production Accountant;Additional Crew;Fight Club;
JOE HARTWICK, JR.;TRUE;1st Assistant Accountant;Additional Crew;Fight Club;
JULIE ANN SNOW;TRUE;2nd Assistant Accountants;Additional Crew;Fight Club;
EILEEN M. DENNIS;TRUE;2nd Assistant Accountants;Additional Crew;Fight Club;
CARRIE BEST;TRUE;Construction Accountant;Additional Crew;Fight Club;
CINDY NEVINS;TRUE;Payroll Accountant;Additional Crew;Fight Club;
KAREN CHALK WHEELER;TRUE;Post-Production Accountant;Additional Crew;Fight Club;
DAVID J. COFINI;TRUE;Accounting Assistant;Additional Crew;Fight Club;
JEFF PASSANANTE;TRUE;Construction Coordinator;Art Department;Fight Club;
TIM LAFFERTY;TRUE;Construction Foreman;Art Department;Fight Club;
TOM BROWN;TRUE;Head Paint Foreman;Art Department;Fight Club;
"BILL ""KAUHANE"" HOYT";TRUE;Standby Painter;Art Department;Fight Club;
DAVID BRENNER;TRUE;Propmaker Foremen;Art Department;Fight Club;
CLINT TAYLOR;TRUE;Propmaker Foremen;Art Department;Fight Club;
NEIL GAHM;TRUE;Propmaker Foremen;Art Department;Fight Club;
TIMOTHY VIERRA;TRUE;Propmaker Foremen;Art Department;Fight Club;
"""BUTCH"" MONTGOMERY";TRUE;Propmaker Foremen;Art Department;Fight Club;
GEORGE W. STOKES, JR.;TRUE;Propmaker Foremen;Art Department;Fight Club;
STEPHEN ROLL;TRUE;Propmaker Foremen;Art Department;Fight Club;
LARRY LAURENT;TRUE;Paint Foremen;Art Department;Fight Club;
ANDY SCUDIER;TRUE;Paint Foremen;Art Department;Fight Club;
PAUL MILTON;TRUE;Paint Foremen;Art Department;Fight Club;
ROHRBAUGH III;TRUE;Paint Foremen;Art Department;Fight Club;
BRUCE G. SMITH;TRUE;Paint Foremen;Art Department;Fight Club;
JOHN LEONE;TRUE;Labor Foremen;Art Department;Fight Club;
SAM AGUILAR;TRUE;Labor Foremen;Art Department;Fight Club;
MANNY VALENZUELA;TRUE;Labor Foremen;Art Department;Fight Club;
S. QUINN;TRUE;Art Department Coordinator;Art Department;Fight Club;
DIANNE CHADWICK;TRUE;Art Department Assistant;Art Department;Fight Club;
PETER RAMSEY;TRUE;Storyboard Artist;Art Department;Fight Club;
LUIS G. HOYOS;TRUE;Set Designers;Art Department;Fight Club;
HUGO SANTIAGO;TRUE;Set Designers;Art Department;Fight Club;
PETER J. KELLY;TRUE;Set Designers;Art Department;Fight Club;
DOMENIC H. SILVESTRI;TRUE;Set Designers;Art Department;Fight Club;
JULIA LEVINE;TRUE;Set Designers;Art Department;Fight Club;
RICK K. BUOEN;TRUE;Illustrators;Art Department;Fight Club;
TANI KUNITAKE;TRUE;Illustrators;Art Department;Fight Club;
FANEE AARON;TRUE;Model Maker;Art Department;Fight Club;
SCOTT BAILEY;TRUE;Leadman;Art Department;Fight Club;
GREGORY N. ROCCO;TRUE;On Set Dresser;Set Decorators;Fight Club;
DANIELLE M. SIMPSON;TRUE;Set Dressing Buyer;Set Decorators;Fight Club;
KAREN MIESELS;TRUE;Casting Associate;Casting Directors;Fight Club;
CHRISTIE CEAN GEORGE;TRUE;Casting Assistant;Casting Directors;Fight Club;
BILL DANCE CASTING;FALSE;Extras Casting;Miscellaneous Companies;Fight Club;
WAYNE R. TIDWELL;TRUE;Video Assist;Camera and Electrical Department;Fight Club;
DAVE ROBLING;TRUE;Transportation Coordinator;Transportation Department;Fight Club;
THOMAS F. MARSHALL;TRUE;Transportation Captains;Transportation Department;Fight Club;
FRANK ROUGHAN;TRUE;Transportation Captains;Transportation Department;Fight Club;
JIM ALFONSO;TRUE;Transportation Captains;Transportation Department;Fight Club;
CHARLES W. BELISLE;TRUE;Set Dressers;Set Decorators;Fight Club;
DOUG SIECK;TRUE;Set Dressers;Set Decorators;Fight Club;
MAX E. BREHME;TRUE;Set Dressers;Set Decorators;Fight Club;
TIM WILES;TRUE;Set Dressers;Set Decorators;Fight Club;
WILLIAM ANDREW;TRUE;Set Dressers;Set Decorators;Fight Club;
JOHN GRANT;TRUE;Set Dressers;Set Decorators;Fight Club;
ADAM PEARLMAN;TRUE;Set Dressers;Set Decorators;Fight Club;
CHRIS GRANTZ;TRUE;Set Dressers;Set Decorators;Fight Club;
KAI BLOMBERG;TRUE;Set Dressers;Set Decorators;Fight Club;
TYLER PATTON;TRUE;Set Dressers;Set Decorators;Fight Club;
MARILYN TASSO;TRUE;Transportation Office Asst.;Transportation Department;Fight Club;
BUZ PRESOCK;TRUE;Set Production Assistants;Additional Crew;Fight Club;
MICHAEL HERRON;TRUE;Set Production Assistants;Additional Crew;Fight Club;
MARIA MANTIA;TRUE;Set Production Assistants;Additional Crew;Fight Club;
JEFFREY RODERICK WOODS;TRUE;Production Assistants;Additional Crew;Fight Club;
PATRICK THORNHILL;TRUE;Production Assistants;Additional Crew;Fight Club;
KIERON ESTRADA;TRUE;Production Assistants;Additional Crew;Fight Club;
BRANDON M. COX;TRUE;Production Assistants;Additional Crew;Fight Club;
GALA CATERING;FALSE;Caterer;Miscellaneous Companies;Fight Club;
RAYMOND BULINSKI;TRUE;Craft Service;Additional Crew;Fight Club;
SUSAN B. KREUTZ;TRUE;Craft Service;Additional Crew;Fight Club;
MERRICK MORTON;TRUE;Still Photographer;Camera and Electrical Department;Fight Club;
SHAUNA BEAL;TRUE;Assistants to Mr. Milchan;Additional Crew;Fight Club;
HASINA DEARY;TRUE;Assistants to Mr. Milchan;Additional Crew;Fight Club;
PATTI ROBERTS NELSON;TRUE;Mr. Linson's Associate;Additional Crew;Fight Club;
ALISON ABROHAMS;TRUE;Assistant to Ms. Chaffin;Additional Crew;Fight Club;
JULIA P. PITT;TRUE;Assistant to Mr. Norton;Additional Crew;Fight Club;
RICH MALCHAR;TRUE;Assistant to Mr. Pitt;Additional Crew;Fight Club;
FRANCIE BROWN;TRUE;Dialect Coach;Additional Crew;Fight Club;
ANGUS WALL;TRUE;Editorial Consultant;Editorial Department;Fight Club;
ALEX OLIVARES;TRUE;First Assistant Editors;Editorial Department;Fight Club;
MICHAEL MATZDORFF;TRUE;First Assistant Editors;Editorial Department;Fight Club;
MICHELLE MENDENHALL;TRUE;Second Assistant Editors;Editorial Department;Fight Club;
BABETTE DICKERSON;TRUE;Second Assistant Editors;Editorial Department;Fight Club;
MARTHA ANNE FRANCIS;TRUE;Second Assistant Editors;Editorial Department;Fight Club;
ROBERT LONGSTREET WHEELER;TRUE;Apprentice Editor;Editorial Department;Fight Club;
SKYWALKER SOUND;FALSE;Post Production Sound Services provided by;Miscellaneous Companies;Fight Club;
RICHARD HYMNS;TRUE;Sound Supervisor;Sound Department;Fight Club;
DAVID PARKER;TRUE;Re-recording Mixers;Sound Department;Fight Club;
MICHAEL SEMANICK;TRUE;Re-recording Mixers;Sound Department;Fight Club;
TODD BOEKELHEIDE;TRUE;Re-recording Mixers;Sound Department;Fight Club;
DAVID GLEESON;TRUE;Additional Mixing;Sound Department;Fight Club;
MALCOLM FIFE;TRUE;Supervising Foley Editor;Sound Department;Fight Club;
DAVID C. HUGHES;TRUE;Sound Effects Editors;Sound Department;Fight Club;
STEVE BOEDDEKER;TRUE;Sound Effects Editors;Sound Department;Fight Club;
EWA SZTOMPKE-OATFIELD;TRUE;Dialogue Editors;Sound Department;Fight Club;
RICH QUINN;TRUE;Dialogue Editors;Sound Department;Fight Club;
GWENDOLYN YATES WHITTLE;TRUE;ADR Supervisor;Sound Department;Fight Club;
TOM BELLFORT;TRUE;ADR Editor;Sound Department;Fight Club;
LARRY OATFIELD;TRUE;Conforming Sound Editors;Sound Department;Fight Club;
LINDAKAY BROWN;TRUE;Conforming Sound Editors;Sound Department;Fight Club;
KYRSTEN COMOGLIO;TRUE;Conforming Sound Editors;Sound Department;Fight Club;
LISA CHINO;TRUE;Asst. Supervising Sound Editor;Sound Department;Fight Club;
MISA KAGEYAMA;TRUE;Asst. Sound Designer;Sound Department;Fight Club;
JESSICA BELLFORT;TRUE;Asst. Sound Editors;Sound Department;Fight Club;
SARAH HEGARTY;TRUE;Asst. Sound Editors;Sound Department;Fight Club;
ANDRE FENLEY;TRUE;Asst. Sound Editors;Sound Department;Fight Club;
LARRY SCHALIT;TRUE;Asst. Sound Editors;Sound Department;Fight Club;
DOUG WINNINGHAM;TRUE;Sound Apprentice;Sound Department;Fight Club;
JURGEN SCHARPF;TRUE;Mix Technicians;Sound Department;Fight Club;
BRANDON PROCTOR;TRUE;Mix Technicians;Sound Department;Fight Club;
JOHN ROESCH;TRUE;Foley Artists;Sound Department;Fight Club;
HILDA HODGES;TRUE;Foley Artists;Sound Department;Fight Club;
MARYJO LANG;TRUE;Foley Mixer;Sound Department;Fight Club;
CAROLYN TAPP;TRUE;Foley Recordist;Sound Department;Fight Club;
DOC KANE;TRUE;ADR Mixers;Sound Department;Fight Club;
CHARLEEN RICHARDS;TRUE;ADR Mixers;Sound Department;Fight Club;
DAVID BOULTON;TRUE;ADR Mixers;Sound Department;Fight Club;
BRIAN RICHARDS;TRUE;Music Editor;Music Department;Fight Club;
THE DUST BROTHERS;FALSE;Score Arranged, Recorded and Mixed by;Composers;Fight Club;
Michael Simpson;TRUE;Score Arranged, Recorded and Mixed by (The Dust Brothers);Composers;Fight Club;
John King;TRUE;Score Arranged, Recorded and Mixed by (The Dust Brothers);Composers;Fight Club;
THE OTHER BROTHERS;TRUE;Score Co-Produced by;Composers;Fight Club;
Art Hodge;TRUE;Score Co-Produced by;Composers;Fight Club;
Charles Goodan;TRUE;Score Co-Produced by;Composers;Fight Club;
P.C.P. LABS - L.A.;FALSE;Score Recorded & Mixed at;Miscellaneous Companies;Fight Club;
MICKIE MCGOWAN;TRUE;Voice Casting;Casting Directors;Fight Club;
KONA CUTTING;FALSE;Negative Cutter;Miscellaneous Companies;Fight Club;
DAVID ORR;TRUE;Color Timer;Editorial Department;Fight Club;
MAKELA;TRUE;Main Title Design;Additional Crew;Fight Club;
SCARLET LETTERS;FALSE;End Credits;Miscellaneous Companies;Fight Club;
CUSTOM FILM EFFECTS;FALSE;End Credits;Miscellaneous Companies;Fight Club;
POP FILM;FALSE;Digital Transitions by;Special Effects Companies;Fight Club;
NICKERSON RESEARCH;FALSE;Stock Footage;Miscellaneous Companies;Fight Club;
AERO MOCK-UPS, INC.;FALSE;Airline Interiors;Miscellaneous Companies;Fight Club;
KEVIN TOD HAUG;TRUE;Visual Effects Supervisor;Visual Effects;Fight Club;
ROBIN D'ARCY;TRUE;Visual Effects Producer;Visual Effects;Fight Club;
CAREY LEN SMITH;TRUE;Visual Effects Post Producer;Visual Effects;Fight Club;
LESLIE McMINN;TRUE;Visual Effects Assistant;Visual Effects;Fight Club;
MICHAEL DOUGLAS MIDDLETON;TRUE;Visual Effects Still Photographer;Visual Effects;Fight Club;
KATHERINE JONES;TRUE;Medical Artist;Additional Crew;Fight Club;
RICHARD LUND;TRUE;Translite Photography by;Camera and Electrical Department;Fight Club;
SUZANNE MITUS;TRUE;Translite Matte Painter;Visual Effects;Fight Club;
BLUE SKY STUDIOS;FALSE;Special Visual Effects and Digital Animation by;Special Effects Companies;Fight Club;
CARLOS SALDANHA;TRUE;Animation Supervisor;Animation Department;Fight Club;
DAVE WALVOORD;TRUE;Senior Lighting & Effects Artist;Visual Effects;Fight Club;
CHRISTOPHER SCOLLARD;TRUE;Senior Digital Effects Producer;Visual Effects;Fight Club;
IRKA B. SENG;TRUE;Digital Effects Coordinator;Visual Effects;Fight Club;
JOHN SICZEWICZ;TRUE;Senior Digital Artist;Visual Effects;Fight Club;
ALEXANDER LEVENSON;TRUE;Modeler;Visual Effects;Fight Club;
JAIME ANDRES CASTANEDA;TRUE;Animators;Animation Department;Fight Club;
MIKE THURMEIER;TRUE;Animators;Animation Department;Fight Club;
CHRISTOPHER M. BURROWS;TRUE;Rotoscoper;Visual Effects;Fight Club;
FRITZ ARCHER;TRUE;Digital Effects Editor;Visual Effects;Fight Club;
BUF INC.;FALSE;Special Visual Effects and Digital Animation by;Special Effects Companies;Fight Club;
GEOFFREY NIQUET;TRUE;CG Supervisors;Visual Effects;Fight Club;
YANN BLONDEL;TRUE;CG Supervisors;Visual Effects;Fight Club;
CHRISTOPHE-OLIVIER DUPUIS;TRUE;CG Supervisors;Visual Effects;Fight Club;
STEPHANE NAZE;TRUE;CG Supervisors;Visual Effects;Fight Club;
DAVID VERBEKE;TRUE;CG Supervisors;Visual Effects;Fight Club;
ERIC DELTOUR;TRUE;Digital Artists;Visual Effects;Fight Club;
OLIVIER CAUWET;TRUE;Digital Artists;Visual Effects;Fight Club;
FRANCOIS BOUDAILLE;TRUE;Digital Artists;Visual Effects;Fight Club;
PATRICK LACHAUX;TRUE;Digital Artists;Visual Effects;Fight Club;
PENELOPE VANDECAVE;TRUE;Digital Artists;Visual Effects;Fight Club;
SEVERINE GARNIER;TRUE;Digital Artists;Visual Effects;Fight Club;
XAVIER BEC;TRUE;Software Development;Visual Effects;Fight Club;
LAURENT SOUDRIE;TRUE;Software Development;Visual Effects;Fight Club;
ISABELLE HAULIN;TRUE;Software Development;Visual Effects;Fight Club;
PATRICIA BOULOGNE;TRUE;Production;Visual Effects;Fight Club;
FRANCESCO GRISI;TRUE;Production;Visual Effects;Fight Club;
PATRICK SHEARN;TRUE;Production;Visual Effects;Fight Club;
COMMAND POST TOYBOX, TORONTO;FALSE;Digital Visual Effects and Digital Film Scanning by;Special Effects Companies;Fight Club;
DENNIS BERARDI;TRUE;Visual Effects Supervisor;Visual Effects;Fight Club;
JEFF CAMPBELL;TRUE;Digital Effects Compositor;Visual Effects;Fight Club;
MIKE ELLIS;TRUE;Digital Film Supervisor;Visual Effects;Fight Club;
JIM RUTHERFORD;TRUE;3D Animator;Animation Department;Fight Club;
DIGITAL DOMAIN;FALSE;Special Visual Effects and Digital Animation by;Special Effects Companies;Fight Club;
KEVIN MACK;TRUE;Visual Effects Supervisor;Visual Effects;Fight Club;
EILEEN MORAN;TRUE;Visual Effects Producer;Visual Effects;Fight Club;
MATTHEW BUTLER;TRUE;CG Supervisor;Visual Effects;Fight Club;
CAREY VILLEGAS;TRUE;Digital Compositing Supervisor;Visual Effects;Fight Club;
DAVID W. PRESCOTT;TRUE;Opening Sequence Team Leads;Visual Effects;Fight Club;
JUDITH CROW;TRUE;Opening Sequence Team Leads;Visual Effects;Fight Club;
DARREN M. POE;TRUE;Digital Compositors;Visual Effects;Fight Club;
RACHEL DUNN;TRUE;Digital Compositors;Visual Effects;Fight Club;
DAVID STERN;TRUE;Digital Compositors;Visual Effects;Fight Club;
LAUREN LITTLETON;TRUE;Visual Effects Coordinator;Visual Effects;Fight Club;
DANIEL LEMMON;TRUE;Digital Artists;Visual Effects;Fight Club;
SEAN ANDREW FADEN;TRUE;Digital Artists;Visual Effects;Fight Club;
VERNON R. WILBERT, JR.;TRUE;Digital Artists;Visual Effects;Fight Club;
BRAD PARKER;TRUE;Digital Artists;Visual Effects;Fight Club;
MICHAEL EDLAND;TRUE;Digital Artists;Visual Effects;Fight Club;
ZACHARY TUCKER;TRUE;Digital Artists;Visual Effects;Fight Club;
CHRIS Y. YANG;TRUE;Digital Artists;Visual Effects;Fight Club;
PAOLO J. de GUZMAN;TRUE;Digital Paint Artists;Visual Effects;Fight Club;
MARTHA SNOW MACK;TRUE;Digital Paint Artists;Visual Effects;Fight Club;
DARIN K. GRANT;TRUE;Software Engineers;Visual Effects;Fight Club;
LUCIO I. FLORES;TRUE;Software Engineers;Visual Effects;Fight Club;
MICHAEL D. KANFER;TRUE;Film Imaging Supervisor;Visual Effects;Fight Club;
EFILM;FALSE;Scanning & Recording by;Special Effects Companies;Fight Club;
GRAY MATTER FX;FALSE;Special Visual Effects by;Special Effects Companies;Fight Club;
GRAY MARSHALL;TRUE;Visual Effects Supervisor/Lead Compositor;Visual Effects;Fight Club;
MARGAUX MACKAY;TRUE;Visual Effects Producer;Visual Effects;Fight Club;
DAVE LOCKWOOD;TRUE;Compositor/Roto Artist;Visual Effects;Fight Club;
DAVID BAILEY;TRUE;Matte Painter;Visual Effects;Fight Club;
IMAGE SAVANT;FALSE;Special Visual Effects and Digital Animation by;Special Effects Companies;Fight Club;
"RICHARD ""DR."" BAILY";TRUE;Digital Animation Supervisor/Producer;Visual Effects;Fight Club;
JOSH ALLER;TRUE;Custom Software;Visual Effects;Fight Club;
MARK JOINER;TRUE;Digital Animation Assistant;Visual Effects;Fight Club;
PIXEL LIBERATION FRONT;FALSE;Pre-Visualization by;Special Effects Companies;Fight Club;
RON FRANKEL;TRUE;Pre-Visualization Supervisor;Visual Effects;Fight Club;
COLIN GREEN;TRUE;Shot Designers;Visual Effects;Fight Club;
JAMES BATTERSBY;TRUE;Shot Designers;Visual Effects;Fight Club;
NICHOLAS BROOKS;TRUE;Digital Compositing;Visual Effects;Fight Club;
STIRBER VISUAL NETWORK, INC.;FALSE;Miniature Pyrotechnics by;Special Effects Companies;Fight Club;
JOHN K. STIRBER;TRUE;Supervisor;Special Effects;Fight Club;
RICHARD LEA;TRUE;Model Foremen;Special Effects;Fight Club;
JEFF S. PYLE;TRUE;Model Foremen;Special Effects;Fight Club;
STEVE HUMPHREY;TRUE;Electrical;Special Effects;Fight Club;
ROY DOWNEY;TRUE;Pyro Foreman;Special Effects;Fight Club;
THE DUST BROTHERS;TRUE;Original Music Composed by;Composers;Fight Club;
Michael Simpson;TRUE;Original Music Composed by;Composers;Fight Club;
John King;TRUE;Original Music Composed by;Composers;Fight Club;
Rolfe Kent;TRUE;Composed by;Composers;Fight Club;
Twentieth Century Fox Film Corporation;FALSE;Courtesy of;Miscellaneous Companies;Fight Club;
Azam Ali;TRUE;Composed by;Composers;Fight Club;
Greg Ellis;TRUE;Composed by;Composers;Fight Club;
Vas;TRUE;Performed by;Composers;Fight Club;
Narada Productions, Inc;FALSE;Courtesy of;Miscellaneous Companies;Fight Club;
Daniel May;TRUE;Written and Performed by;Composers;Fight Club;
Marc Ferrari;TRUE;Courtesy of;Composers;Fight Club;
MasterSource;FALSE;Courtesy of;Miscellaneous Companies;Fight Club;
Christian Poulet;TRUE;Written by;Composers;Fight Club;
