nome;is_person;role_detail;role_group;numero_episodio;dubbing_type
ERNST GOLDSCHMIDT;TRUE;Foreign Producer's Representative;Sales Representatives / ISA;Apocalypse Now;
LEE BEAUPRE;TRUE;Marketing Director;Additional Crew;Apocalypse Now;
BRETT DICKER;TRUE;Foreign Publicity Coordinator;Additional Crew;Apocalypse Now;
DEBORAH FINE;TRUE;U.S. Production Liaison and Research;Additional Crew;Apocalypse Now;
MARISA ALCARAZ;TRUE;Production Coordinators;Production Managers;Apocalypse Now;
LOOLEE De LEON;TRUE;Production Coordinators;Production Managers;Apocalypse Now;
ELEANOR COPPOLA;TRUE;Documentarian;Additional Crew;Apocalypse Now;
FRANCESCA RIVIERE;TRUE;U.S. Production Secretary;Additional Crew;Apocalypse Now;
JACK ENGLISH;TRUE;Location Coordinator;Location Managers;Apocalypse Now;
ROBERT CARROLL;TRUE;Production Assistants;Additional Crew;Apocalypse Now;
PHIL RADCLIFFE;TRUE;Production Assistants;Additional Crew;Apocalypse Now;
JOHN CHAPMAN;TRUE;Production Assistants;Additional Crew;Apocalypse Now;
KEVIN HUGHES;TRUE;Production Assistants;Additional Crew;Apocalypse Now;
RUSS CORIN;TRUE;Production Assistants;Additional Crew;Apocalypse Now;
LLOYD KIND;TRUE;Production Assistants;Additional Crew;Apocalypse Now;
TONY DINGMAN;TRUE;Production Assistants;Additional Crew;Apocalypse Now;
BARBARA PARKER;TRUE;Production Assistants;Additional Crew;Apocalypse Now;
MATT TOMICH;TRUE;Production Assistants;Additional Crew;Apocalypse Now;
PATTI CLAYBOURNE;TRUE;Production Assistants;Additional Crew;Apocalypse Now;
THE PEOPLE OF THE PHILIPPINES;FALSE;We wish to gratefully acknowledge the cooperation of;Miscellaneous Companies;Apocalypse Now;
DENNIS JUBAN;TRUE;Philippine Military Liaison;Additional Crew;Apocalypse Now;
JOHN ASHLEY;TRUE;Hemisphere Productions;Producers;Apocalypse Now;
EDDIE ROMERO;TRUE;Hemisphere Productions;Producers;Apocalypse Now;
LINDA IGNACIO;TRUE;Philippine Department of Tourism;Thanks;Apocalypse Now;
TECHNOVISION;FALSE;Filmed in;Miscellaneous Companies;Apocalypse Now;
WAYNE FITZGERALD;TRUE;Titles;Additional Crew;Apocalypse Now;
MODERN FILM EFFECTS;FALSE;Opticals by;Special Effects Companies;Apocalypse Now;
SKIP WATT;TRUE;Opticals by;Visual Effects;Apocalypse Now;
JOE BENOIT;TRUE;Opticals by;Visual Effects;Apocalypse Now;
ERNESTO NOVELLI;TRUE;Supervising Color Technicians;Additional Crew;Apocalypse Now;
LARRY ROVETTI;TRUE;Supervising Color Technicians;Additional Crew;Apocalypse Now;
MULTI-TRACK MAGNETICS, INC.;FALSE;Recorded on;Miscellaneous Companies;Apocalypse Now;
T.S. ELIOT;TRUE;"""THE HOLLOW MEN"" By";Composers;Apocalypse Now;
MRS. T.S. ELIOT;TRUE;Courtesy of;Thanks;Apocalypse Now;
MESSRS. FABER & FABER LTD., LONDON;FALSE;Courtesy of;Miscellaneous Companies;Apocalypse Now;
THE DOORS;FALSE;"""THE END"" By";Miscellaneous Companies;Apocalypse Now;
THE DOORS;FALSE;Performed by;Miscellaneous Companies;Apocalypse Now;
ABKCO RECORDS, INC.;FALSE;Courtesy of;Miscellaneous Companies;Apocalypse Now;
ROBERT DUVALL;TRUE;"""LOVE ME, AND LET ME LOVE YOU"" By";Composers;Apocalypse Now;
RICHARD WAGNER;TRUE;"""THE RIDE OF THE VALKYRIES"" from ""DIE WALKURE"" By";Composers;Apocalypse Now;
SIR GEORG SOLTI;TRUE;Conducted by;Music Department;Apocalypse Now;
THE VIENNA PHILHARMONIC ORCHESTRA;FALSE;;Miscellaneous Companies;Apocalypse Now;
DECCA RECORD COMPANY LTD;FALSE;Courtesy of;Miscellaneous Companies;Apocalypse Now;
LONDON RECORDS INC.;FALSE;Courtesy of;Miscellaneous Companies;Apocalypse Now;
LEONARD LEE;TRUE;"""LET THE GOOD TIMES ROLL"" By";Composers;Apocalypse Now;
DALE HAWKINS;TRUE;"""SUZIE Q"" By";Composers;Apocalypse Now;
S.J. LEWIS;TRUE;"""SUZIE Q"" By";Composers;Apocalypse Now;
E. BROADWATER;TRUE;"""SUZIE Q"" By";Composers;Apocalypse Now;
FLASH CADILLAC;FALSE;Performed by;Miscellaneous Companies;Apocalypse Now;
PRIVATE STOCK RECORDS;FALSE;Courtesy of;Miscellaneous Companies;Apocalypse Now;
OCORA RADIO FRANCE;FALSE;Courtesy of;Miscellaneous Companies;Apocalypse Now;
ZOETROPE MUSIC COMPANY;FALSE;;Production Companies;Apocalypse Now;
BRIAN WILSON;TRUE;"""SURFIN' SAFARI"" By";Composers;Apocalypse Now;
MIKE LOVE;TRUE;"""SURFIN' SAFARI"" By";Composers;Apocalypse Now;
GUILD MUSIC (BMI);FALSE;C/O ORIGINAL SOUND ENTERTAINMENT;Miscellaneous Companies;Apocalypse Now;
Original Sound Entertainment;FALSE;;Miscellaneous Companies;Apocalypse Now;
NONESUCH RECORDS;FALSE;Soundtrack available on;Miscellaneous Companies;Apocalypse Now;
ELEKTRA;FALSE;Courtesy of;Miscellaneous Companies;Apocalypse Now;
ASYLUM RECORDS;FALSE;Courtesy of;Miscellaneous Companies;Apocalypse Now;
OMNI ZOETROPE STUDIOS SAN FRANCISCO/LOS ANGELES;FALSE;Production and Post Production Facilities Furnished Through;Miscellaneous Companies;Apocalypse Now;
KRISTINE PETERSON;TRUE;Production and Post Production Facilities Furnished Through;Miscellaneous Companies;Apocalypse Now;
MITCHELL DUBIN;TRUE;Production and Post Production Facilities Furnished Through;Miscellaneous Companies;Apocalypse Now;
FRANKLIN SIMEONE;TRUE;Production and Post Production Facilities Furnished Through;Miscellaneous Companies;Apocalypse Now;
JOSEPH ZAPPALA;TRUE;Production and Post Production Facilities Furnished Through;Miscellaneous Companies;Apocalypse Now;
ROBERT PEITSO;TRUE;Production and Post Production Facilities Furnished Through;Miscellaneous Companies;Apocalypse Now;
DAVID WIRT;TRUE;Production and Post Production Facilities Furnished Through;Miscellaneous Companies;Apocalypse Now;
DOUGLAS CROSS;TRUE;Production and Post Production Facilities Furnished Through;Miscellaneous Companies;Apocalypse Now;
WAYNE WAGNER;TRUE;Production and Post Production Facilities Furnished Through;Miscellaneous Companies;Apocalypse Now;
NANCY ELY;TRUE;Production and Post Production Facilities Furnished Through;Miscellaneous Companies;Apocalypse Now;
SHERRY NISEWANER;TRUE;Production and Post Production Facilities Furnished Through;Miscellaneous Companies;Apocalypse Now;
DANIEL GLEICH;TRUE;Production and Post Production Facilities Furnished Through;Miscellaneous Companies;Apocalypse Now;
DAVID PARKER;TRUE;Production and Post Production Facilities Furnished Through;Miscellaneous Companies;Apocalypse Now;
CHARLES ESPOSITO;TRUE;Production and Post Production Facilities Furnished Through;Miscellaneous Companies;Apocalypse Now;
JAMES HILL;TRUE;Production and Post Production Facilities Furnished Through;Miscellaneous Companies;Apocalypse Now;
KATHERINE MORTON;TRUE;Production and Post Production Facilities Furnished Through;Miscellaneous Companies;Apocalypse Now;
DAIN FRITZ;TRUE;Production and Post Production Facilities Furnished Through;Miscellaneous Companies;Apocalypse Now;
KAREN FRERICHS;TRUE;Production and Post Production Facilities Furnished Through;Miscellaneous Companies;Apocalypse Now;
LIZA RANDOL;TRUE;Production and Post Production Facilities Furnished Through;Miscellaneous Companies;Apocalypse Now;
ABIGAIL ABBUEHL;TRUE;Production and Post Production Facilities Furnished Through;Miscellaneous Companies;Apocalypse Now;
LAWRENCE ANDREWS;TRUE;Production and Post Production Facilities Furnished Through;Miscellaneous Companies;Apocalypse Now;
PAUL BROUCEK;TRUE;Production and Post Production Facilities Furnished Through;Miscellaneous Companies;Apocalypse Now;
DOUGLAS HEMPHILL;TRUE;Production and Post Production Facilities Furnished Through;Miscellaneous Companies;Apocalypse Now;
JULIE KRAMER;TRUE;Production and Post Production Facilities Furnished Through;Miscellaneous Companies;Apocalypse Now;
CLIFFORD LATIMER;TRUE;Production and Post Production Facilities Furnished Through;Miscellaneous Companies;Apocalypse Now;
ANDREW MOORE;TRUE;Production and Post Production Facilities Furnished Through;Miscellaneous Companies;Apocalypse Now;
MADELINE LEE WERNER;TRUE;Production and Post Production Facilities Furnished Through;Miscellaneous Companies;Apocalypse Now;
JAMES MILLER;TRUE;Production and Post Production Facilities Furnished Through;Miscellaneous Companies;Apocalypse Now;
SHELLEY IGGINS;TRUE;Production and Post Production Facilities Furnished Through;Miscellaneous Companies;Apocalypse Now;
TODD BOEKELHEIDE;TRUE;Production and Post Production Facilities Furnished Through;Miscellaneous Companies;Apocalypse Now;
CHRISTOPHER NEDDERSON;TRUE;Production and Post Production Facilities Furnished Through;Miscellaneous Companies;Apocalypse Now;
ANDREW AARON;TRUE;Production and Post Production Facilities Furnished Through;Miscellaneous Companies;Apocalypse Now;
DONALD KAUFMAN;TRUE;Production and Post Production Facilities Furnished Through;Miscellaneous Companies;Apocalypse Now;
DAVID CARROLL;TRUE;Production and Post Production Facilities Furnished Through;Miscellaneous Companies;Apocalypse Now;
DENISE COONEY;TRUE;Production and Post Production Facilities Furnished Through;Miscellaneous Companies;Apocalypse Now;
VALERIE KOUTNIK;TRUE;Production and Post Production Facilities Furnished Through;Miscellaneous Companies;Apocalypse Now;
WM. POPLAR;TRUE;Production and Post Production Facilities Furnished Through;Miscellaneous Companies;Apocalypse Now;
STEFAN SEKULA;TRUE;Production and Post Production Facilities Furnished Through;Miscellaneous Companies;Apocalypse Now;
MICHAEL POPSO;TRUE;Production and Post Production Facilities Furnished Through;Miscellaneous Companies;Apocalypse Now;
COLIN MICHAEL KITCHENS;TRUE;Production and Post Production Facilities Furnished Through;Miscellaneous Companies;Apocalypse Now;
LARRY CARNEY;TRUE;Production and Post Production Facilities Furnished Through;Miscellaneous Companies;Apocalypse Now;
JULIE MORIN;TRUE;Production and Post Production Facilities Furnished Through;Miscellaneous Companies;Apocalypse Now;
SUSAN THISTLE;TRUE;Production and Post Production Facilities Furnished Through;Miscellaneous Companies;Apocalypse Now;
KRISTAL WALTERS;TRUE;Production and Post Production Facilities Furnished Through;Miscellaneous Companies;Apocalypse Now;
TERESA ZALESKA;TRUE;Production and Post Production Facilities Furnished Through;Miscellaneous Companies;Apocalypse Now;
DENNIS GASSNER;TRUE;Production and Post Production Facilities Furnished Through;Miscellaneous Companies;Apocalypse Now;
MARLON BRANDO;TRUE;Colonel Kurtz;Cast;Apocalypse Now;
ROBERT DUVALL;TRUE;Lt. Colonel Kilgore;Cast;Apocalypse Now;
MARTIN SHEEN;TRUE;Captain Willard;Cast;Apocalypse Now;
FREDERIC FORREST;TRUE;Chef;Cast;Apocalypse Now;
ALBERT HALL;TRUE;Chief;Cast;Apocalypse Now;
SAM BOTTOMS;TRUE;Lance;Cast;Apocalypse Now;
LARRY FISHBURNE;TRUE;Clean;Cast;Apocalypse Now;
DENNIS HOPPER;TRUE;Photo Journalist;Cast;Apocalypse Now;
G.D. SPRADLIN;TRUE;General;Cast;Apocalypse Now;
HARRISON FORD;TRUE;Colonel;Cast;Apocalypse Now;
JERRY ZIESMER;TRUE;Civilian;Cast;Apocalypse Now;
SCOTT GLENN;TRUE;Colby;Cast;Apocalypse Now;
BO BYERS;TRUE;Sergeant MP #1;Cast;Apocalypse Now;
JAMES KEANE;TRUE;Kilgore's Gunner;Cast;Apocalypse Now;
KERRY ROSSALL;TRUE;Mike from San Diego;Cast;Apocalypse Now;
RON McQUEEN;TRUE;Injured Soldier;Cast;Apocalypse Now;
TOM MASON;TRUE;Supply Sergeant;Cast;Apocalypse Now;
CYNTHIA WOOD;TRUE;Playmate of the Year;Cast;Apocalypse Now;
COLLEEN CAMP;TRUE;Playmate;Cast;Apocalypse Now;
LINDA CARPENTER;TRUE;Playmate;Cast;Apocalypse Now;
JACK THIBEAU;TRUE;Soldier in Trench;Cast;Apocalypse Now;
GLENN WALKEN;TRUE;Lt. Carlsen;Cast;Apocalypse Now;
GEORGE CANTERO;TRUE;Soldier with Suitcase;Cast;Apocalypse Now;
DAMIEN LEAKE;TRUE;Machine Gunner;Cast;Apocalypse Now;
HERB RICE;TRUE;Roach;Cast;Apocalypse Now;
WILLIAM UPTON;TRUE;Spotter;Cast;Apocalypse Now;
LARRY CARNEY;TRUE;Sergeant MP #2;Cast;Apocalypse Now;
MARC COPPOLA;TRUE;AFRS Announcer;Cast;Apocalypse Now;
DANIEL KIEWIT;TRUE;Major from New Jersey;Cast;Apocalypse Now;
FATHER ELIAS;TRUE;Catholic Priest;Cast;Apocalypse Now;
BILL GRAHAM;TRUE;Agent;Cast;Apocalypse Now;
HATTIE JAMES;TRUE;Clean's Mother (Voice);Cast;Apocalypse Now;
JERRY ROSS;TRUE;Johnny from Malibu;Cast;Apocalypse Now;
DICK WHITE;TRUE;Helicopter Pilot;Cast;Apocalypse Now;
THE IFUGAO PEOPLE OF BANAUE;FALSE;Montagnard Tribesmen Portrayed by;Cast;Apocalypse Now;
CHRISTIAN MARQUAND;TRUE;Hubert DeMarais;Cast;Apocalypse Now;
AURORE CLEMENT;TRUE;Roxanne Sarrault;Cast;Apocalypse Now;
MICHEL PITTON;TRUE;Philippe DeMarais;Cast;Apocalypse Now;
FRANCK VILLARD;TRUE;Gaston DeMarais;Cast;Apocalypse Now;
DAVID OLIVIER;TRUE;Christian DeMarais;Cast;Apocalypse Now;
CHRYSTEL LE PELLETIER;TRUE;Claudine;Cast;Apocalypse Now;
ROBERT JULIAN;TRUE;The Tutor;Cast;Apocalypse Now;
YVON LESEAUX;TRUE;Sergeant LeFevre;Cast;Apocalypse Now;
ROMAN COPPOLA;TRUE;Francis DeMarais;Cast;Apocalypse Now;
GIAN-CARLO COPPOLA;TRUE;Gilles DeMarais;Cast;Apocalypse Now;
HENRI SADARDIEL;TRUE;French Soldier #1;Cast;Apocalypse Now;
GILBERT RENKENS;TRUE;French Soldier #2;Cast;Apocalypse Now;
FRANCIS FORD COPPOLA;TRUE;Produced by;Producers;Apocalypse Now;
KIM AUBRY;TRUE;Produced by;Producers;Apocalypse Now;
WALTER MURCH;TRUE;Editor;Editors;Apocalypse Now;
SHANNON LAIL;TRUE;Co-Produced by;Producers;Apocalypse Now;
SEAN CULLEN;TRUE;Avid Assistant;Editorial Department;Apocalypse Now;
WALTER MURCH JR.;TRUE;Apprentice Editor;Editorial Department;Apocalypse Now;
MICHAEL KIRCHBERGER;TRUE;Supervising Sound Editor;Sound Department;Apocalypse Now;
KYRSTEN MATE COMOGLIO;TRUE;Sound Effects Editor;Sound Department;Apocalypse Now;
GEORGE BERNDT;TRUE;ADR Editor;Sound Department;Apocalypse Now;
JEREMY MOLOD;TRUE;Foley Editor;Sound Department;Apocalypse Now;
PETE HORNER;TRUE;Sound Editor;Sound Department;Apocalypse Now;
ERICH STRATMAN;TRUE;Assistant Sound Editors;Sound Department;Apocalypse Now;
ETHAN DERNER;TRUE;Assistant Sound Editors;Sound Department;Apocalypse Now;
EVERETT MOORE;TRUE;Apprentice Sound Editor;Sound Department;Apocalypse Now;
DAVID BELL;TRUE;Sound Intern;Sound Department;Apocalypse Now;
ED GOLDFARB;TRUE;Music Arrangement;Music Department;Apocalypse Now;
MICKEY HART;TRUE;Percussion Based Score for Added Scenes by;Composers;Apocalypse Now;
DALE GRAHN;TRUE;Color Timer;Additional Crew;Apocalypse Now;
CATHERINE CRAIG;TRUE;Archivists;Additional Crew;Apocalypse Now;
ANAHID NAZARIAN;TRUE;Archivists;Additional Crew;Apocalypse Now;
MO HENRY;TRUE;Negative Cutter;Editorial Department;Apocalypse Now;
DONAH J. BASSETT & ASSOCIATES;FALSE;Negative Cutter;Miscellaneous Companies;Apocalypse Now;
AMERICAN ZOETROPE;FALSE;;Miscellaneous Companies;Apocalypse Now;
ETHAN DERNER;TRUE;AZ Facility Staff;Additional Crew;Apocalypse Now;
GLENN KASPRZYCKI;TRUE;AZ Facility Staff;Additional Crew;Apocalypse Now;
ROBERT KNOX;TRUE;AZ Facility Staff;Additional Crew;Apocalypse Now;
JAMES LEVINE;TRUE;AZ Facility Staff;Additional Crew;Apocalypse Now;
HARRIS LIEBOWITZ;TRUE;AZ Facility Staff;Additional Crew;Apocalypse Now;
BRIAN SARVIS;TRUE;AZ Facility Staff;Additional Crew;Apocalypse Now;
HOWIE STEIN;TRUE;AZ Facility Staff;Additional Crew;Apocalypse Now;
UNITED ARTISTS;FALSE;Released by;Distributors;Apocalypse Now;
DOLBY DIGITAL;FALSE;;Miscellaneous Companies;Apocalypse Now;
DTS;FALSE;;Miscellaneous Companies;Apocalypse Now;
TECHNICOLOR;FALSE;;Miscellaneous Companies;Apocalypse Now;
ZOETROPE CORPORATION;FALSE;Copyright;Production Companies;Apocalypse Now;
JOHAN RENCK;TRUE;Directed by;Directors;Chernobyl S01E01;
CRAIG MAZIN;TRUE;Written by;Writers;Chernobyl S01E01;
CRAIG MAZIN;TRUE;Created by;Writers;Chernobyl S01E01;
CRAIG MAZIN;TRUE;Executive Producer;Producers;Chernobyl S01E01;
CAROLYN STRAUSS;TRUE;Executive Producer;Producers;Chernobyl S01E01;
JANE FEATHERSTONE;TRUE;Executive Producer;Producers;Chernobyl S01E01;
JOHAN RENCK;TRUE;Co-Executive Producer;Producers;Chernobyl S01E01;
CHRIS FRY;TRUE;Co-Executive Producer;Producers;Chernobyl S01E01;
SANNE WOHLENBERG;TRUE;Producer;Producers;Chernobyl S01E01;
JARED HARRIS;TRUE;;Cast;Chernobyl S01E01;
STELLAN SKARSGÅRD;TRUE;;Cast;Chernobyl S01E01;
PAUL RITTER;TRUE;;Cast;Chernobyl S01E01;
JESSIE BUCKLEY;TRUE;;Cast;Chernobyl S01E01;
ADAM NAGAITIS;TRUE;;Cast;Chernobyl S01E01;
CON O'NEILL;TRUE;;Cast;Chernobyl S01E01;
ADRIAN RAWLINS;TRUE;;Cast;Chernobyl S01E01;
SAM TROUGHTON;TRUE;;Cast;Chernobyl S01E01;
ROBERT EMMS;TRUE;;Cast;Chernobyl S01E01;
NINA GOLD;TRUE;Casting by;Casting Directors;Chernobyl S01E01;
ROBERT STERNE;TRUE;Casting by;Casting Directors;Chernobyl S01E01;
JAKOB IHRE;TRUE;Director of Photography;Cinematographers;Chernobyl S01E01;
LUKE HULL;TRUE;Production Designer;Production Designers;Chernobyl S01E01;
JINX GODFREY;TRUE;Editor;Editors;Chernobyl S01E01;
HILDUR GUÐDNADÓTTIR;TRUE;Music by;Composers;Chernobyl S01E01;
ODILE DICKS-MIREAUX;TRUE;Costume Designer;Costume Designers;Chernobyl S01E01;
DANIEL PARKER;TRUE;Make-Up & Prosthetics Designer;Makeup Department;Chernobyl S01E01;
ROB HOW;TRUE;Line Producer;Producers;Chernobyl S01E01;
LINDSAY McFARLANE;TRUE;VFX Producer;Visual Effects;Chernobyl S01E01;
DAVID MEANTI;TRUE;1st Assistant Director;Second Unit Directors or Assistant Directors;Chernobyl S01E01;
JACQUELINE LESKO;TRUE;Co-Producer;Producers;Chernobyl S01E01;
LINETA MISEIKYTE;TRUE;Lithuanian Line Producer;Producers;Chernobyl S01E01;
WILLIAM O'TOOLE;TRUE;Financial Controller;Additional Crew;Chernobyl S01E01;
ELAINE WAUGH;TRUE;Post Production Supervisor;Additional Crew;Chernobyl S01E01;
JARED HARRIS;TRUE;Valery Legasov;Cast;Chernobyl S01E01;
MICHAEL SHAEFFER;TRUE;Blond Man;Cast;Chernobyl S01E01;
JESSIE BUCKLEY;TRUE;Lyudmilla Ignatenko;Cast;Chernobyl S01E01;
ADAM NAGAITIS;TRUE;Vasily Ignatenko;Cast;Chernobyl S01E01;
PAUL RITTER;TRUE;Anatoly Dyatlov;Cast;Chernobyl S01E01;
SAM TROUGHTON;TRUE;Alexandr Akimov;Cast;Chernobyl S01E01;
JOSHUA LEESE;TRUE;Kirschenbaum;Cast;Chernobyl S01E01;
ROBERT EMMS;TRUE;Leonid Toptunov;Cast;Chernobyl S01E01;
ADAM LUNDGREN;TRUE;Brazhnik;Cast;Chernobyl S01E01;
KARL DAVIES;TRUE;Viktor Proskuryakov;Cast;Chernobyl S01E01;
PAULIUS MARKEVIČIUS;TRUE;Aleksandr Kudryavstev;Cast;Chernobyl S01E01;
JAY SIMPSON;TRUE;Perevozchenko;Cast;Chernobyl S01E01;
BILLY POSTLETHWAITE;TRUE;Boris Stolyarchuk;Cast;Chernobyl S01E01;
ROSS ARMSTRONG;TRUE;Nikolai Gorbachenko;Cast;Chernobyl S01E01;
DUGGIE McMEEKIN;TRUE;Yuvchenko;Cast;Chernobyl S01E01;
KAROLIS KASPERAVIČIUS;TRUE;Viktor Degtaryenko;Cast;Chernobyl S01E01;
SAM STRIKE;TRUE;Misha;Cast;Chernobyl S01E01;
GERARD KEARNS;TRUE;Pravik;Cast;Chernobyl S01E01;
SAMMY HAYMAN;TRUE;Titenok;Cast;Chernobyl S01E01;
POVILAS JATKEVIČIUS;TRUE;Kibenok;Cast;Chernobyl S01E01;
LAURA ELPHINSTONE;TRUE;Oksana;Cast;Chernobyl S01E01;
MICHAEL SOCHA;TRUE;Mikhail;Cast;Chernobyl S01E01;
NADIA CLIFFORD;TRUE;Dr. Svetlana Zinchenko;Cast;Chernobyl S01E01;
RON COOK;TRUE;Old Maternity Doctor;Cast;Chernobyl S01E01;
CON O'NEILL;TRUE;Viktor Bryukhanov;Cast;Chernobyl S01E01;
ADRIAN RAWLINS;TRUE;Nikolai Fomin;Cast;Chernobyl S01E01;
JAN RIČICA;TRUE;Oksana's Kid;Cast;Chernobyl S01E01;
MATAS DIRGINČIUS;TRUE;Vladimir Tishchura;Cast;Chernobyl S01E01;
JAMIE SIVES;TRUE;Sitnikov;Cast;Chernobyl S01E01;
CAOLAN BYRNE;TRUE;Day Shift Worker;Cast;Chernobyl S01E01;
STEPHEN BISLAND;TRUE;Night Shift Worker;Cast;Chernobyl S01E01;
ALEX BLAKE;TRUE;Petrovich;Cast;Chernobyl S01E01;
DONALD SUMPTER;TRUE;Zharkov;Cast;Chernobyl S01E01;
STELLAN SKARSGÅRD;TRUE;Boris Shcherbina;Cast;Chernobyl S01E01;
GARY CONNERY;TRUE;Stunt Coordinators;Stunts;Chernobyl S01E01;
GARY KANE;TRUE;Stunt Coordinators;Stunts;Chernobyl S01E01;
SAULIUS JANAVIČIUS;TRUE;Stunt Coordinators;Stunts;Chernobyl S01E01;
PETRAS PIVORIŪNAS;TRUE;Stunt Double for Adam Nagaitas;Stunts;Chernobyl S01E01;
STANISLAV SAMUCHOV;TRUE;Stunt Performers;Stunts;Chernobyl S01E01;
MARIUS JANUŠONIS;TRUE;Stunt Performers;Stunts;Chernobyl S01E01;
JEVGENIJ KIRILOV;TRUE;Stunt Performers;Stunts;Chernobyl S01E01;
VLADISLAV JACUKEVIČ;TRUE;Stunt Performers;Stunts;Chernobyl S01E01;
EDVINAS BRASAS;TRUE;Stunt Performers;Stunts;Chernobyl S01E01;
CHEYENNE CONWAY;TRUE;Production Managers;Production Managers;Chernobyl S01E01;
ARNAS RINGAITIS;TRUE;Production Managers;Production Managers;Chernobyl S01E01;
NICOLA MORROW;TRUE;Production Managers;Production Managers;Chernobyl S01E01;
MANTAUTAS KVEDARAS;TRUE;Production Managers;Production Managers;Chernobyl S01E01;
POLLY JEFFERIES;TRUE;Production Coordinators;Production Managers;Chernobyl S01E01;
IEVA SVITOJUTE;TRUE;Production Coordinators;Production Managers;Chernobyl S01E01;
BIRUTE MASAITYTE-JUDICKIENE;TRUE;Assistant Production Coordinators;Production Managers;Chernobyl S01E01;
UNE LIANDZBERGYTE;TRUE;Assistant Production Coordinators;Production Managers;Chernobyl S01E01;
AISTE BORJAS;TRUE;Travel Coordinator;Additional Crew;Chernobyl S01E01;
MINDAUGAS BLONSKIS;TRUE;Shipping Coordinator;Additional Crew;Chernobyl S01E01;
AMY SHARMAN;TRUE;Production Secretaries;Additional Crew;Chernobyl S01E01;
AUKSE VEITAITE;TRUE;Production Secretaries;Additional Crew;Chernobyl S01E01;
EGLE ZAJANKAUSKAITE;TRUE;Production Assistant;Additional Crew;Chernobyl S01E01;
TOMAS ISAJEVAS;TRUE;Office Runners;Additional Crew;Chernobyl S01E01;
PETRAS PIENAUSKAS;TRUE;Office Runners;Additional Crew;Chernobyl S01E01;
MARTYNAS BUDRYS;TRUE;Office Runners;Additional Crew;Chernobyl S01E01;
RITA STRUZIENE;TRUE;Production Accountant;Additional Crew;Chernobyl S01E01;
ELLA WEST;TRUE;Key 1st Assistant Accountant;Additional Crew;Chernobyl S01E01;
TADAS MACKELIS;TRUE;1st Assistant Accountant (Lithuania);Additional Crew;Chernobyl S01E01;
KAREN WALKER;TRUE;2nd Assistant Accountant;Additional Crew;Chernobyl S01E01;
LIUKRECIJA KYBARTIENÈ;TRUE;Payroll Accountant (Lithuania);Additional Crew;Chernobyl S01E01;
BIRUTE LAPINSKIENE;TRUE;Cashier;Additional Crew;Chernobyl S01E01;
RENATA DOBRIKIENE;TRUE;Assistant Accountants;Additional Crew;Chernobyl S01E01;
KRISTINA VALVOLIENE;TRUE;Assistant Accountants;Additional Crew;Chernobyl S01E01;
SARAH STIFF;TRUE;Assistant Accountants;Additional Crew;Chernobyl S01E01;
JACKIE GILBEY;TRUE;Assistant Accountants;Additional Crew;Chernobyl S01E01;
REEL FIGURES LTD.;FALSE;Post Production Accountancy;Miscellaneous Companies;Chernobyl S01E01;
RUTA ANDRIULEVICIUTE;TRUE;Lithuanian Lawyer;Additional Crew;Chernobyl S01E01;
CHRIS ROUFS;TRUE;Script Supervisor;Script and Continuity Department;Chernobyl S01E01;
BRETT THOMAS;TRUE;2nd Assistant Director;Second Unit Directors or Assistant Directors;Chernobyl S01E01;
TAUTVYDAS SAVUKAITIS;TRUE;2nd 2nd Assistant Directors;Second Unit Directors or Assistant Directors;Chernobyl S01E01;
EVELINA VERCINSKAJA;TRUE;2nd 2nd Assistant Directors;Second Unit Directors or Assistant Directors;Chernobyl S01E01;
LUKAS KUDAPCENKA;TRUE;3rd Assistant Director;Second Unit Directors or Assistant Directors;Chernobyl S01E01;
KAROLIS KASIKAUSKAS;TRUE;Key Set Production Assistant;Additional Crew;Chernobyl S01E01;
SIMONAS SAINERIS;TRUE;Set Production Assistant;Additional Crew;Chernobyl S01E01;
AUSRA VINICKAITE;TRUE;Cast Production Assistant;Additional Crew;Chernobyl S01E01;
IEVA MISIULAITYTÈ;TRUE;Assistant to Johan Renck;Additional Crew;Chernobyl S01E01;
MARTIN WARE;TRUE;Casting Associate;Casting Directors;Chernobyl S01E01;
PAULINE HANSSON;TRUE;Scandinavian Casting Consultant;Casting Directors;Chernobyl S01E01;
DALIA SURVILAITE;TRUE;Lithuanian Casting;Casting Directors;Chernobyl S01E01;
VITA SURVILAITE;TRUE;Casting Assistants;Casting Directors;Chernobyl S01E01;
DALIA DAUGILYTE;TRUE;Casting Assistants;Casting Directors;Chernobyl S01E01;
LIAM DANIEL;TRUE;Stills Photographer;Camera and Electrical Department;Chernobyl S01E01;
NAOMI TODD;TRUE;Dialect Coaches;Additional Crew;Chernobyl S01E01;
JILL McCULLOUGH;TRUE;Dialect Coaches;Additional Crew;Chernobyl S01E01;
IMOGEN KNIGHT;TRUE;Movement Coach;Additional Crew;Chernobyl S01E01;
JONAS SPOKAS;TRUE;Supervising Location Manager;Location Managers;Chernobyl S01E01;
JULIUS KARVELIS;TRUE;Assistant Location Managers;Location Managers;Chernobyl S01E01;
LINAS ASTRAMSKAS;TRUE;Assistant Location Managers;Location Managers;Chernobyl S01E01;
DARIUS BALTUSIS;TRUE;Assistant Location Managers;Location Managers;Chernobyl S01E01;
AURELIJUS SILKINIS;TRUE;Assistant Location Managers;Location Managers;Chernobyl S01E01;
